Timestamp,ProfitPercentage
2016-07-31,33.78100981443159
2016-08-31,31.144732903408745
2016-09-30,23.037765292657742
2016-10-31,17.15502923630899
2016-11-30,13.497975018475618
2016-12-31,9.577847801339162
2017-01-31,7.952812506466782
2017-02-28,8.51280245612863
2017-03-31,9.380204293055721
2017-04-30,15.43162639223867
2017-05-31,17.643219413776553
2017-06-30,18.077689237395923
2017-07-31,21.033239223303326
2017-08-31,16.13832866488606
2017-09-30,13.30128507895602
2017-10-31,9.530860213022079
2017-11-30,7.441660416281471
2017-12-31,4.410763780175839
2018-01-31,2.3718074604528407
2018-02-28,3.840312874044425
2018-03-31,6.6732268201848175
2018-04-30,8.222539243453905
2018-05-31,10.23820330218602
2018-06-30,9.460354034842982
